Y,E1,E2,E3,E4,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20
819.8135679,102.2317626,98.98757635,100.6867826,99.91680094,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
803.2611108,98.69751756,99.08308554,100.5721263,99.09144911,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
808.3731519,100.7860301,101.7401765,99.9085838,98.64121767,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
806.8940303,100.3431075,100.1526609,101.0576294,99.56179101,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0
798.9054742,101.3478009,99.49044071,99.41755696,98.92604185,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1
821.597371,99.31177036,101.5807352,100.3308321,101.553988,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
803.8685523,100.5807969,98.51734416,98.6864694,100.1173241,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
811.1570274,98.48736724,99.95383888,100.8130898,99.94842189,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1
793.7254302,100.1966346,99.67253972,98.39176206,100.4401138,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0
816.0308938,100.2705182,99.5709003,100.0419745,99.36245856,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0
807.8136472,101.8180749,100.8042108,101.0116535,101.9951336,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
796.5370182,98.91387389,99.13001805,100.4372054,98.90328958,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1
803.1621105,100.5252853,98.82360114,98.78496864,101.2611141,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
813.4170326,99.1848801,98.786556,100.9381776,97.83452996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
811.6724582,102.3824052,98.53756451,99.54886157,99.52073392,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1
810.8577728,100.2413145,101.206421,100.0117069,100.2585449,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
785.7839363,100.5050229,98.3009913,99.07036817,100.7229109,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0
824.0262908,101.7773963,100.2586816,101.6337185,102.1048202,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
833.6079826,99.86765656,102.316812,101.1228134,99.61292368,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
807.2638403,100.6822208,100.5380256,100.7922144,99.12841695,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
814.7368405,101.0197585,100.4846627,100.5977956,101.3777132,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1
794.5658134,100.0287813,101.0369008,99.99100986,99.18341878,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1
805.690904,100.2381559,99.79727687,100.7635839,99.1567226,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1
807.1162708,100.448242,101.2468538,101.0078201,99.85560752,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
804.7413563,99.31852334,98.55348811,98.20063171,98.46055744,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
811.8108525,99.26995578,99.7083909,99.46649125,99.96100813,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
802.0469004,100.7497131,98.68351951,100.0119761,99.34895713,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0
793.209823,101.5173273,101.2857679,100.1187417,100.5200415,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
797.585581,99.66617322,100.6667209,101.0453682,100.106715,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1
815.4104228,100.2081231,100.4707685,100.1097533,99.4776673,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
813.010673,99.61974294,100.1770844,100.2912425,100.3185273,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
827.1671884,101.7085145,98.70858165,102.4240323,100.229849,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
820.4338379,99.69326366,98.77318994,100.120298,100.0637908,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
800.1306941,99.16376552,100.651137,99.69627016,99.0686605,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
805.2390313,98.58831216,100.4354735,99.64989493,100.1666193,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1
806.8992784,101.1205029,100.9061163,98.85078325,98.51537967,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
834.6572894,100.3634102,100.2955464,100.3742398,99.7126085,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
807.7738326,98.10754438,99.26087429,100.0925782,99.68316574,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
800.3971245,97.99127948,98.79161225,97.93501626,101.7883596,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1
801.578565,99.54086471,99.98209244,100.1324536,99.55916315,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1
811.8607174,100.7582146,99.28664954,100.0618493,99.56930971,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
803.2679036,100.4361352,98.33933834,100.2851711,99.97245667,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
788.3367754,99.10482954,100.1419349,99.44448147,100.8881594,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0
782.7001924,100.3582769,100.797218,100.2808557,99.1597398,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
789.6747441,100.2014178,98.79331566,99.07119502,99.60388972,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
817.6373158,100.8681672,101.1017562,100.1795993,101.128105,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1
799.5035139,99.41737086,100.0635234,100.0766242,100.8237679,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
800.6228201,100.9266082,100.3712603,99.0616633,99.43562205,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
794.1856933,98.96795046,101.3274051,99.5443814,100.9048576,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
800.2854031,99.85332617,99.05203682,99.6844838,100.2712759,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
793.2479272,100.4260836,100.5343051,101.4979861,98.32383089,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0
818.4129932,99.37405827,99.93321694,100.4940254,98.11862249,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
790.6983483,100.96562,101.2797254,99.50300259,99.59885344,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
804.0454996,99.72871355,99.52455762,99.2443462,100.8262193,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
787.098191,99.21670055,100.4833154,100.5179378,99.33232065,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
822.6621566,101.9456541,100.7499838,99.34716579,98.90765135,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
798.3346371,97.47915194,100.2253519,99.85064034,99.94977148,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
812.0219428,100.1452507,99.67900763,100.8768461,99.91805438,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
787.3405175,99.04799269,99.9052267,98.9829353,99.15672087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
810.5353073,101.1921295,99.93873093,100.3342448,100.4608882,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
809.2676003,100.093766,100.5892888,100.5897587,101.2320572,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
795.9370352,101.1007473,100.0195014,99.03869964,100.4845135,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
801.3229768,99.26615968,99.53758552,100.265739,100.3050859,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1
791.3876373,100.6671273,98.78694582,100.6662159,101.0080344,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1
796.308358,100.1883264,100.5789194,98.75005336,102.9910775,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
792.1217751,100.1447482,100.6252173,99.32405501,101.0440661,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
815.5927712,100.959372,99.8976097,101.6734918,100.8645384,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1
811.2462001,102.5510006,99.96237004,99.89336506,99.1660327,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
797.34873,98.73235863,100.2956432,100.3394145,99.7285298,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0
802.5302266,101.5003744,101.8695699,98.63929978,100.3857314,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1
803.2494465,100.5144632,100.4230899,100.0638592,100.6524582,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
827.0840282,101.6949749,99.10087555,100.1260077,99.15944207,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
787.653489,99.01761476,99.09597885,97.73203314,97.55184427,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
803.7589394,102.3976595,98.78871919,99.32174737,102.4091357,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
819.2544266,100.3522922,98.93727431,100.0863674,100.8999559,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1
796.2321327,100.4287348,99.78401043,98.93051367,97.95410125,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0
784.2378231,98.97960173,98.65981877,98.28243132,99.99471547,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0
794.758546,96.58473868,98.60813652,99.66540288,99.06300054,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
810.863443,99.76771855,100.2022925,99.8985433,98.49935993,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
833.1801081,100.6143819,99.31893843,101.1087272,99.25626444,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
816.3210743,100.7061023,99.91288515,99.80601766,100.4277556,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0
792.9358097,100.5900601,102.1801273,99.27931034,98.91418962,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
808.1363945,99.09528781,100.5250884,99.95203308,100.0854921,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1
794.8603446,101.6780287,100.0699366,101.3164702,101.4841514,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
797.8166412,101.2262029,100.5313274,99.19155743,100.3582656,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1
823.4317602,103.0156034,100.8647846,99.89424827,99.04002013,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
795.9042293,100.2405055,99.50981258,98.4387254,101.7246622,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
805.9974528,98.69921252,99.21945777,99.20490809,99.39092538,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1
810.1851151,100.3087762,100.412916,99.93160148,100.3149851,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
794.9453812,98.60184164,98.99290513,99.300851,102.2602795,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0
781.7493006,99.36468732,100.2517989,98.75003672,97.89587648,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
816.0546663,99.54448919,98.6738355,101.2250091,99.84054203,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
787.394856,98.50031727,100.8402642,100.0148671,99.45430564,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
813.4793634,100.1296944,99.26441344,98.34827332,98.86176766,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
806.4992127,100.7978627,99.44003986,101.2403779,100.1520146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
786.8877875,99.57586464,100.1933205,98.5092022,100.3953231,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
809.3795352,99.92784246,99.01580662,100.77115,100.7250089,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
804.53083,100.928073,100.8591739,98.99874888,100.8999035,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
800.2673645,101.5168489,99.50753133,100.5544369,100.8592368,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
793.5879728,100.3473708,99.19567531,98.43979479,102.4025631,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
820.284008,101.1949705,100.347507,102.720192,100.4557238,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0
784.4780414,100.5112059,100.3808168,99.22213893,98.88931157,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1
809.2619075,100.4412224,99.3850071,99.84910869,99.99933799,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
810.3818539,98.8708643,100.3593312,99.11920244,99.32983671,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
807.9067444,99.70703942,100.7386788,98.59197398,100.5546708,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
774.7041589,98.31871319,100.2035184,98.39729632,99.14148314,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
805.0755383,99.34481197,100.7713323,100.2809274,99.22209335,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
809.5705685,101.0571127,100.4909229,99.19590209,98.24635286,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1
826.5344273,101.3422201,102.2771808,102.0528949,100.8842979,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
783.9309368,102.3124104,99.09546247,99.5660565,98.57818509,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
810.1289734,98.05820018,100.4147504,99.40648773,100.5037546,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
795.310622,99.00451538,100.3801467,98.86899971,99.85855436,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1
808.3069391,99.24571288,101.4121105,100.0003849,98.74406293,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
816.144246,99.834958,100.6142209,99.68136346,99.46954014,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
809.5501653,99.75913421,100.3806294,100.7635786,100.5434078,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
809.3956833,100.1200759,98.76632614,99.27618024,100.5983672,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1
798.9771934,100.5450488,99.52709713,99.94045843,98.99260206,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0
805.5986658,100.134101,100.3405405,99.74838599,98.47825528,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
804.5781931,99.31431395,100.2465204,99.14172096,100.9889212,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1
802.0516358,99.6105154,99.53245464,99.85098121,100.2899107,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
781.2734796,99.11515493,99.50108803,97.06493396,100.5463005,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
795.5896071,100.9376191,99.16881787,100.9628867,100.363714,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1
800.4527095,98.35991301,101.3680318,101.1529377,100.2160598,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1
816.8011374,99.10375193,100.1268226,101.3924318,99.92852319,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
802.8205914,100.4731072,101.4650795,99.68427888,99.66066523,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
812.8243668,98.96013959,100.2591176,100.6623164,99.44548095,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0
809.0946571,98.89635229,99.31230607,99.90352731,98.92772397,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
815.6315055,101.0246511,101.5724874,100.0869044,100.9456937,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
807.5170301,100.4105374,99.15004374,100.6660769,99.93854957,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1
825.0415665,100.9299025,100.4126429,101.4270114,100.067592,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0
794.8192658,99.45314739,99.73558803,99.68261391,100.0971988,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0
809.4239247,99.31190078,99.5295005,99.72248031,100.7326292,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
808.1815084,99.94130103,98.45590905,100.1109436,100.1094899,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
805.4023211,100.7566625,100.622231,100.0769544,99.85988049,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
809.3247495,99.60107119,98.49194081,101.2225527,99.80157322,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
785.7406781,100.5529674,100.5062617,99.08250189,98.83709843,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
798.5746737,101.1298737,98.37174334,101.7783056,99.0728973,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
803.7097356,101.3638571,98.14216884,99.40074746,99.45063602,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
807.1571832,100.1715532,100.7904266,99.36332492,99.63742343,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
830.0377779,99.48932399,99.78463159,101.4931292,100.4190589,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
808.1326366,97.92155872,98.24281373,100.6564674,100.7883158,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
812.0361175,100.2662755,99.21561827,101.2437293,99.11439034,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
783.8025436,98.01885468,101.4797422,99.49453678,100.6635594,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
815.80589,99.56823445,100.5933455,100.4386791,99.82808216,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1
821.8997637,100.0864762,100.1765994,101.8989049,99.54527769,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
808.5628497,100.5094672,100.3573493,99.86713963,100.3676693,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
819.5146661,100.1406537,98.39298194,100.8324814,100.5644634,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
817.9152486,100.4182769,100.7341375,101.3610688,99.64340161,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1
801.4793067,98.2593069,99.45278888,100.2285384,99.23321565,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
799.7474696,97.87201871,99.74269833,99.44688752,101.1455703,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
811.7569545,101.8693996,100.1987759,100.643499,101.1802731,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
798.3819353,99.880189,100.3575388,97.60486775,100.0512405,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
818.3311653,99.65355355,98.88145059,99.64212217,101.2490974,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1
813.0343197,99.96535029,99.23006211,102.1938292,100.2573074,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
804.3329066,99.88492891,100.1558358,99.86237037,99.62457392,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
810.8668753,99.68064793,97.9591592,99.78285439,99.55801764,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
781.7521627,100.4041749,99.63510166,100.0186709,100.6144679,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1
814.7757748,101.7880409,100.0356195,100.3851782,98.39019106,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
798.0320342,100.3732412,98.74285853,99.82507789,98.78044582,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
777.1902162,100.5806497,98.64370422,98.95263732,99.82837712,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
797.6748093,99.69551379,99.70233105,99.25169878,98.94024943,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
821.0203165,99.95850092,99.29522369,101.1248339,99.72105594,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
809.9839404,100.3992378,101.5459113,99.43194546,101.6005705,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1
810.5542055,101.2127384,100.7278519,100.7621218,97.24028263,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
815.164673,101.1543496,101.3734579,100.2292973,100.043771,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
806.4806567,99.95382174,99.40442056,100.6315846,98.97621857,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0
817.8368442,100.1172543,99.54863556,100.8133096,101.280137,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1
817.7368679,100.1532219,101.6574711,100.1587579,99.66630413,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
795.6137918,99.5333179,99.64966287,98.53251137,98.90048065,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1
795.1562693,100.0859976,102.5707395,99.10187179,98.54910536,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1
805.6301222,99.00637608,100.0090144,100.2760436,100.1592981,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1
814.6337015,99.39290057,97.76317083,100.8772167,101.0192112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
806.1011548,100.9972177,100.4225855,100.6535569,101.1907603,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1
820.3424819,99.99994466,100.0237934,101.1199294,101.1564078,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
794.7583044,98.83031919,99.80746795,99.95892186,101.8467486,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1
804.9284334,100.2439223,99.94462792,100.8824417,102.2420641,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
795.9545792,99.10979594,100.4130341,99.1442815,99.50022291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
782.6001631,100.1007428,99.97416015,99.34141762,99.96958958,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
797.5005868,101.0041719,99.50310598,99.08802741,102.0662256,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0
779.9346473,98.91177485,99.69599777,98.37924202,100.945454,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1
817.757602,99.50505573,99.67413832,99.77646556,99.70255984,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
800.0698768,100.0622958,100.3707547,100.7007529,100.7521202,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0
802.2496464,98.400313,101.5838466,100.7547164,99.9756269,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
803.1843567,100.3450775,99.07345665,101.3258228,101.0437448,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
816.4797502,101.1189278,99.6347296,101.37223,100.3901293,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
796.2886816,101.4807605,101.4868777,100.6829489,100.8881609,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
798.9665552,99.7082799,98.44326895,99.28930338,99.41217563,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1
792.7555549,100.9372224,100.3087272,99.72709511,101.3623794,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
806.3689194,98.85037447,100.9362165,99.76691495,98.25339881,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
797.1152081,98.83691537,98.71551589,101.0015368,99.73188766,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1
801.7292343,100.7223671,101.1462885,100.7401779,98.9558196,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
795.95694,99.35169583,101.5954987,97.96926999,98.5492374,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0
782.5570461,98.13140771,99.37302936,99.60834693,101.1660902,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1
826.6630495,101.5797981,101.2737161,100.0587884,100.9621195,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
805.7988359,99.48133517,100.1041488,98.67004294,100.2625691,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
813.9568125,100.5866243,99.97531077,99.84629618,99.1856511,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
795.0099438,99.38605978,100.6392608,97.85983545,100.5578854,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
795.9883195,99.82182455,100.0649853,98.9774079,101.8680333,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
802.0019524,100.3735686,99.38491469,100.127057,101.395537,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
